Draw,Date,WN1,WN2,WN3,WN4,WN5,WN6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
09/067,6/9/2009,7,13,16,35,42,46,25,,,3,3,1,2,0,1,2,0,0,5,436605,155,37555,450,4800,8453,320,11707,160,154971,20,47834209
09/066,6/6/2009,1,5,8,23,32,48,3,,,3,3,3,0,1,1,1,0,0,4,293335,160,19555,599,4800,8167,320,16243,160,138818,20,36036957
09/065,6/4/2009,4,9,19,22,24,43,1,,4,3,3,2,1,2,0,1,0,0,3,419685,123,27295,416,4800,6742,320,11591,160,121876,20,32726314
09/064,6/2/2009,5,7,18,26,29,47,2,,,4,2,2,1,2,0,1,0,0,3,392545,125,25120,350,4800,6011,320,8926,160,105145,20,29192277
09/063,5/30/2009,9,12,14,20,27,36,11,"12,20",,2,4,1,3,1,1,0,1,5000000,4,267825,99,28855,309,4800,5094,320,8984,160,90993,20,26331677
09/062,5/28/2009,2,12,20,28,46,49,31,,28,1,5,1,2,1,0,2,1,5000000,0,0,80,39720,125,4800,3522,320,4276,160,69810,20,23217508
09/061,5/26/2009,11,14,19,25,27,47,20,,,5,1,0,3,2,0,1,1,31180415,5,745360,229,43395,604,4800,13435,320,16881,160,251530,20,78208210
09/060,5/23/2009,1,8,21,32,37,46,22,,,3,3,2,0,1,2,1,0,0,0,0,96,38130,291,4800,4501,320,7890,160,93205,20,29667530
09/059,5/19/2009,28,33,36,38,40,45,4,,,2,4,0,0,1,4,1,1,32332150,6,576325,248,37180,488,4800,12566,320,15265,160,227473,20,71645335
09/058,5/16/2009,3,7,11,18,20,27,2,,,4,2,2,3,1,0,0,0,0,11,133940,308,12755,818,4800,12767,320,18129,160,200556,20,47623438
09/057,5/14/2009,6,23,31,43,46,49,40,,,4,2,1,0,1,1,3,0,0,1,2093660,115,48545,333,4800,6796,320,8059,160,122915,20,42331422
09/056,5/12/2009,9,25,29,36,38,41,23,41,,4,2,1,0,2,2,1,0,0,2,825030,91,48350,277,4800,5746,320,8334,160,111665,20,34858068
09/055,5/10/2009,11,14,21,28,41,48,32,,,3,3,0,2,2,0,2,0,0,0,0,77,45260,210,4800,4385,320,5425,160,82131,20,26845908
09/054,5/7/2009,2,3,7,9,16,34,14,,7,3,3,4,1,0,1,0,1,5000000,5,162040,196,11020,382,4800,8364,320,9604,160,128543,20,26950202
09/053,5/5/2009,5,29,30,31,41,45,47,29,5,5,1,1,0,2,1,2,2,5086930,2,862310,153,30055,224,4800,6179,320,7112,160,113183,20,35349229
09/052,5/2/2009,1,6,18,29,39,48,10,,,3,3,2,1,1,1,1,0,0,1,964140,62,41465,247,4800,3935,320,7027,160,75343,20,22480389
09/051,4/30/2009,8,11,21,30,38,49,35,,30,3,3,1,1,2,1,1,1,23304255,3,793870,200,31750,369,4800,9008,320,10975,160,167877,20,50397948
09/050,4/28/2009,3,7,20,34,36,41,39,34,,3,3,2,1,0,2,1,0,0,2,1095230,105,55630,276,4800,6304,320,7936,160,125574,20,42908522
09/049,4/25/2009,4,17,34,38,46,49,7,"34,46",,2,4,1,1,0,2,2,0,0,1,1529335,85,47975,190,4800,3775,320,6276,160,72407,20,29215389
09/048,4/23/2009,15,20,34,42,45,46,23,42,,2,4,0,2,0,1,3,0,0,1,1385245,69,53535,175,4800,3557,320,6024,160,66811,20,26715960
09/047,4/21/2009,4,18,31,41,42,43,24,,,3,3,1,1,0,1,3,1,10013435,3,557045,98,45470,311,4800,5936,320,8254,160,105013,20,35289048
09/046,4/18/2009,10,14,22,29,33,48,5,,,2,4,1,1,2,1,1,0,0,3,332060,99,26830,237,4800,5160,320,6985,160,88594,20,24030389
09/045,4/16/2009,1,11,12,19,28,30,49,,,3,3,1,3,2,0,0,2,9855770,4,438830,361,12985,528,4800,15136,320,11941,160,212675,20,48891750
09/044,4/14/2009,2,7,22,27,41,42,5,,,3,3,2,0,2,0,2,0,0,5,358770,151,31675,382,4800,7642,320,11005,160,132667,20,40435262
09/043,4/11/2009,3,16,25,38,45,47,35,,,4,2,1,1,1,1,2,0,0,1,1354640,78,46310,225,4800,4406,320,6624,160,81029,20,27952782
09/042,4/9/2009,7,9,22,29,44,49,1,"22,29",9,4,2,2,0,2,0,2,0,0,5,188080,124,20220,385,4800,5828,320,10440,160,96958,20,26318566
09/041,4/7/2009,4,21,22,29,41,45,14,,,4,2,1,0,3,0,2,1,31041760,7,525795,201,48830,543,4800,10829,320,16965,160,211988,20,74055441
09/040,4/4/2009,2,6,10,17,18,46,34,,,1,5,3,2,0,0,1,0,0,4,330680,115,30670,235,4800,5866,320,6595,160,107216,20,29435096
09/039,4/2/2009,7,13,20,33,39,45,30,7,,5,1,1,2,0,2,1,0,0,1,1362650,97,37460,193,4800,4635,320,6311,160,85106,20,27971222
09/038,3/31/2009,1,7,15,23,29,35,14,,,6,0,2,1,2,1,0,1,9361260,2,726875,160,24225,326,4800,7787,320,9116,160,132405,20,34843390
09/037,3/29/2009,24,32,36,40,42,43,47,"36,42",,1,5,0,0,1,3,2,0,0,1,1339385,80,44645,202,4800,4507,320,4900,160,80463,20,27069275
09/036,3/26/2009,5,14,34,36,38,42,19,38,,1,5,1,1,0,3,1,1,22911730,2,1296770,149,46415,393,4800,8096,320,11261,160,158543,20,52685330
09/035,3/24/2009,4,12,15,16,38,46,21,,,1,5,1,3,0,1,1,0,0,3,695655,113,49250,336,4800,7217,320,10711,160,141090,20,43976134
09/034,3/21/2009,13,23,27,32,34,43,22,32,,4,2,0,1,2,2,1,0,0,3,430015,146,23560,362,4800,6765,320,8745,160,103805,20,31164098
09/033,3/19/2009,6,14,18,21,32,46,43,"14,21",,1,5,1,2,1,1,1,0,0,1,1469075,92,42580,164,4800,4427,320,4959,160,84261,20,28601595
09/032,3/17/2009,11,12,14,17,21,37,10,,17,4,2,0,4,1,1,0,2,2500000,3,404820,123,26325,349,4800,6691,320,9656,160,113588,20,30611627
09/031,3/14/2009,10,16,19,33,42,43,12,16,,3,3,1,2,0,1,2,1,5000000,1,1329290,73,48555,186,4800,3806,320,5518,160,77503,20,26448386
09/030,3/12/2009,2,12,15,16,30,32,5,32,12,1,5,1,3,1,1,0,3,13038055,7,474030,316,28000,876,4800,15748,320,23406,160,274982,20,79256046
09/029,3/10/2009,21,27,32,33,39,48,9,,,4,2,0,0,2,3,1,0,0,6,508860,204,39910,722,4800,11227,320,20222,160,206946,20,68152250
09/028,3/8/2009,3,4,11,28,37,40,36,,,3,3,2,1,1,2,0,0,0,6,206830,96,34470,267,4800,5531,320,6851,160,100503,20,28239478
09/027,3/5/2009,2,7,17,20,33,47,45,,,4,2,2,2,0,1,1,2,17493305,4,743915,230,34500,432,4800,12116,320,13130,160,221272,20,63475590
09/026,3/3/2009,22,25,30,37,38,49,15,22,,3,3,0,0,3,2,1,0,0,4,707050,134,56280,360,4800,8721,320,10934,160,156051,20,55757035
09/025,2/28/2009,5,15,22,24,34,46,26,"15,24",,2,4,1,1,2,1,1,0,0,3,670405,87,61645,330,4800,6077,320,9601,160,118478,20,41053141
09/024,2/26/2009,14,15,19,23,24,25,2,,,4,2,0,3,3,0,0,0,0,1,1677670,168,26625,325,4800,6318,320,8804,160,111228,20,36121223
09/023,2/24/2009,1,9,32,37,38,47,25,,,4,2,2,0,0,3,1,0,0,0,0,67,60025,212,4800,4683,320,6507,160,94690,20,30556763
09/022,2/21/2009,7,8,14,15,20,21,44,,21,3,3,2,3,1,0,0,1,5000000,4,287015,142,21560,212,4800,6110,320,5691,160,101864,20,26539704
09/021,2/19/2009,6,9,16,26,29,36,8,26,,2,4,2,1,2,1,0,9,555555,27,19200,781,9600,990,4800,13086,320,14596,160,125193,20,28212824
09/020,2/17/2009,8,12,15,26,39,44,6,"12,39",,2,4,1,2,1,1,1,2,14101445,48,56960,317,23000,1149,4800,12054,320,19110,160,217937,20,68186091
09/019,2/14/2009,12,17,31,37,39,46,8,,,4,2,0,2,0,3,1,0,0,2,792425,81,52175,269,4800,4439,320,7854,160,87687,20,32097496
09/018,2/12/2009,10,14,22,28,32,42,36,14,,0,6,1,1,2,1,1,0,0,3,424875,83,40950,266,4800,5777,320,7495,160,100664,20,29029643
09/017,2/10/2009,4,6,14,21,24,48,8,48,,1,5,2,1,2,0,1,2,7699240,9,208065,170,29370,715,4800,9370,320,17067,160,158712,20,48246308
09/016,2/7/2009,9,12,42,44,45,48,35,,,2,4,1,1,0,0,4,0,0,4,398385,141,30135,211,4800,7322,320,6556,160,109289,20,33824023
09/015,2/5/2009,3,23,25,36,46,47,20,46,,4,2,1,0,2,1,2,0,0,2,777650,82,50575,185,4800,4624,320,5227,160,85235,20,30190654
09/014,2/3/2009,8,12,26,31,44,46,42,,,1,5,1,1,1,1,2,1,5000000,1,1657005,90,49095,233,4800,5116,320,6734,160,98720,20,33234733
09/013,1/31/2009,4,9,10,14,24,29,38,9,,2,4,3,1,2,0,0,3,6222920,4,494585,342,15425,509,4800,13932,320,13919,160,215510,20,51724251
09/012,1/29/2009,6,8,9,17,25,36,4,17,,3,3,3,1,1,1,0,0,0,8,168980,252,14315,620,4800,11701,320,15997,160,185601,20,42399637
09/011,1/27/2009,7,13,17,21,42,45,36,,,5,1,1,2,1,0,2,0,0,2,613020,100,32690,311,4800,4544,320,6454,160,85883,20,27183768
09/010,1/25/2009,4,12,19,40,44,47,49,"44,47",,2,4,1,2,0,1,2,0,0,1,1255665,58,57730,161,4800,3577,320,4649,160,69327,20,24531204
09/009,1/23/2009,5,17,37,38,44,47,12,5,,4,2,1,1,0,2,2,2,37514940,7,1052460,463,42430,1065,4800,25963,320,33807,160,476274,20,152457863
09/008,1/20/2009,5,13,22,29,34,42,37,29,,3,3,1,1,2,1,1,0,0,14,355430,422,31440,1047,4800,20610,320,25473,160,366309,20,110143413
09/007,1/17/2009,1,15,16,28,29,47,37,,,4,2,1,2,2,0,1,1,5000000,6,212295,87,39040,178,4800,4226,320,5135,160,80297,20,25862773
09/006,1/15/2009,6,9,10,12,24,32,30,12,,1,5,3,1,1,1,0,1,5000000,5,155540,227,9600,450,4800,9186,320,10740,160,130928,20,26913079
09/005,1/13/2009,12,15,36,40,41,49,42,,,3,3,0,2,0,2,2,1,16231080,2,1039965,109,50885,296,4800,6777,320,8243,160,123794,20,41892462
09/004,1/11/2009,3,7,16,19,44,47,31,19,,4,2,2,2,0,0,2,0,0,3,554585,69,64300,206,4800,4926,320,6877,160,97728,20,32979008
09/003,1/8/2009,18,19,22,33,42,46,7,42,,2,4,0,2,1,1,2,0,0,8,166170,93,38115,230,4800,4610,320,6698,160,83064,20,27872885
09/002,1/6/2009,9,14,23,30,42,45,19,30,,3,3,1,1,2,0,2,2,8335270,4,568835,164,37085,371,4800,8396,320,10899,160,154668,20,48100179
09/001,1/3/2009,2,10,16,21,22,30,26,,,1,5,2,1,3,0,0,0,0,4,403705,177,24325,419,4800,8220,320,10421,160,137589,20,38686625
08/149,12/30/2008,4,8,18,29,40,47,9,,,2,4,2,1,1,1,1,0,0,5,272815,62,58670,267,4800,4272,320,8846,160,86862,20,29249504
08/148,12/27/2008,2,17,19,21,24,34,18,24,,3,3,1,2,2,1,0,2,29659155,10,602220,382,42035,1024,4800,19615,320,27627,160,361675,20,124008231
08/147,12/23/2008,22,24,26,29,33,48,46,26,,2,4,0,0,4,1,1,0,0,8,552150,270,43625,681,4800,15810,320,18745,160,291002,20,91681157
08/146,12/21/2008,6,13,20,26,34,40,10,40,,1,5,1,2,1,2,0,0,0,1,1273320,80,42440,272,4800,4164,320,7716,160,78067,20,27337869
08/145,12/18/2008,2,22,27,31,40,46,13,,,2,4,1,0,2,2,1,1,16252200,3,654880,96,54570,330,4800,5483,320,9710,160,108393,20,39727696
08/144,12/16/2008,21,29,32,36,38,44,43,36,,2,4,0,0,2,3,1,0,0,3,595360,114,41775,211,4800,4741,320,7233,160,92755,20,34495071
08/143,12/13/2008,1,7,27,36,40,48,13,"1,48",,3,3,2,0,1,2,1,0,0,5,235605,73,43030,234,4800,3775,320,7172,160,78183,20,25319936
08/142,12/11/2008,1,10,11,41,47,48,20,47,11,4,2,2,1,0,0,3,1,5000000,3,422985,130,26025,189,4800,5305,320,6204,160,90007,20,27211172
08/141,12/9/2008,7,14,21,43,44,47,35,,,4,2,1,1,1,0,3,1,29663860,11,292840,210,40905,529,4800,11275,320,15401,160,198044,20,66984116
08/140,12/7/2008,4,9,17,26,28,30,1,28,,2,4,2,1,3,0,0,0,0,9,127840,113,27150,470,4800,6457,320,12568,160,112116,20,31492017
08/139,12/4/2008,8,10,28,35,37,47,12,,,3,3,2,0,1,2,1,0,0,2,616410,85,38675,241,4800,4676,320,7710,160,90618,20,27279254
08/138,12/2/2008,3,13,29,30,31,43,8,,,5,1,1,1,2,1,1,1,5000000,3,393010,141,22295,372,4800,6240,320,10187,160,97896,20,29647582
08/137,11/29/2008,5,6,27,33,36,37,48,"6,36",,4,2,2,0,1,3,0,1,21325340,1,2074245,192,28805,321,4800,9516,320,9710,160,167685,20,45720566
08/136,11/27/2008,4,6,14,21,36,46,41,46,,1,5,2,1,1,1,1,0,0,6,323825,150,34540,335,4800,7032,320,8472,160,128502,20,40774183
08/135,11/25/2008,3,9,18,38,46,48,13,3,,2,4,2,1,0,1,2,0,0,1,1424555,123,30880,407,4800,7624,320,10933,160,131080,20,35556622
08/134,11/22/2008,1,3,4,17,24,28,7,4,,3,3,3,1,2,0,0,0,0,7,108530,136,14895,716,4800,6102,320,16473,160,103589,20,25767334
08/133,11/20/2008,4,13,31,36,40,41,49,,,3,3,1,1,0,3,1,1,14286415,10,171620,179,25565,788,4800,7958,320,10199,160,131143,20,42882294
08/132,11/18/2008,5,11,18,28,29,32,10,"5,32",18,3,3,1,2,2,1,0,0,0,5,275850,148,24850,509,4800,8543,320,13072,160,144654,20,37528101
08/131,11/15/2008,2,5,8,24,32,37,35,,,2,4,3,0,1,2,0,0,0,5,197910,143,18450,316,4800,6269,320,8519,160,105766,20,26393845
08/130,11/13/2008,9,10,20,33,34,43,42,20,,3,3,2,1,0,2,1,3,13659900,7,555360,252,41135,673,4800,14942,320,18039,160,275258,20,83117323
08/129,11/11/2008,17,19,20,27,32,35,11,,,4,2,0,3,1,2,0,0,0,2,1552840,228,36320,835,4800,12135,320,23226,160,217835,20,71696916
08/128,11/9/2008,1,4,6,15,24,48,43,6,,2,4,3,1,1,0,1,2,12176225,4,651990,136,51135,314,4800,10458,320,10307,160,194908,20,54642426
08/127,11/6/2008,5,6,28,35,42,43,4,43,6,3,3,2,0,1,1,2,0,0,2,1133640,150,40305,401,4800,8692,320,11511,160,164337,20,48970365
08/126,11/3/2008,1,8,20,25,38,43,39,,,3,3,2,1,1,1,1,0,0,0,0,107,29445,197,4800,5175,320,5888,160,94273,20,26085656
08/125,11/1/2008,11,17,19,23,32,44,25,23,,4,2,0,3,1,1,1,0,0,4,304665,80,40620,193,4800,4478,320,5583,160,81121,20,25560969
08/124,10/30/2008,5,13,23,33,37,40,39,13,,5,1,1,1,1,3,0,1,48890260,10,449390,281,42645,859,4800,18330,320,23168,160,326808,20,98437363
08/123,10/28/2008,3,10,11,13,26,48,9,"3,13",,3,3,2,2,1,0,1,0,0,5,623895,289,28780,1029,4800,15381,320,27739,160,269417,20,78779897
08/122,10/25/2008,3,13,18,20,22,30,39,,,2,4,1,3,2,0,0,0,0,4,584900,198,31505,476,4800,11633,320,12748,160,199594,20,54034852
08/121,10/23/2008,5,9,19,21,27,46,37,9,,5,1,2,1,2,0,1,0,0,5,407305,193,28135,406,4800,10608,320,11404,160,182582,20,47665584
08/120,10/21/2008,1,8,9,32,35,37,14,"9,32,35",,4,2,3,0,0,3,0,0,0,6,288970,142,32560,334,4800,7331,320,9361,160,144213,20,38950598
08/119,10/18/2008,3,6,7,9,32,35,24,6,,4,2,4,0,0,2,0,0,0,5,181340,144,16860,441,4800,8264,320,10313,160,138972,20,29324743
08/118,10/16/2008,6,21,31,40,42,44,7,"21,44",,2,4,1,0,1,2,2,0,0,3,466935,45,83010,177,4800,3300,320,5837,160,69414,20,26833726
08/117,10/14/2008,11,14,19,21,41,44,31,11,14,4,2,0,3,1,0,2,1,9694050,5,312935,108,38630,420,4800,5252,320,10160,160,97139,20,34681133
08/116,10/11/2008,8,11,35,37,38,46,27,38,11,3,3,1,1,0,3,1,0,0,4,314110,66,50765,148,4800,3898,320,5588,160,78483,20,25234063
08/115,10/9/2008,1,2,12,19,27,38,41,,,3,3,2,2,1,1,0,2,14349375,9,322175,293,26440,547,4800,14794,320,14048,160,248282,20,66324768
08/114,10/7/2008,4,10,26,34,46,49,5,4,,1,5,2,0,1,1,2,2,4535500,5,271400,298,12140,379,4800,8823,320,8792,160,111504,20,33742275
08/113,10/4/2008,4,14,16,19,22,35,9,,4,2,4,1,3,1,1,0,0,0,3,316155,94,26905,337,4800,5103,320,9627,160,83842,20,24844910
08/112,10/2/2008,13,17,20,29,32,42,15,,,3,3,0,3,1,1,1,1,35092340,3,1138915,178,51185,452,4800,10199,320,13759,160,192506,20,67622368
08/111,9/30/2008,11,26,27,39,40,47,34,39,,4,2,0,1,2,2,1,0,0,7,396955,159,46600,427,4800,8491,320,10927,160,162523,20,55781883
08/110,9/27/2008,7,17,33,36,39,44,31,,,4,2,1,1,0,3,1,0,0,5,352515,116,40515,332,4800,6402,320,8720,160,116875,20,37569733
08/109,9/25/2008,1,4,15,16,29,46,30,4,,3,3,2,2,1,0,1,0,0,1,2072735,129,42845,296,4800,6686,320,8832,160,127312,20,42045508
08/108,9/20/2008,4,5,10,27,28,49,46,49,,3,3,3,0,2,0,1,0,0,4,279720,122,24455,178,4800,5425,320,4224,160,90657,20,24585622
08/107,9/18/2008,2,17,34,38,46,49,33,,,2,4,1,1,0,2,2,1,5000000,2,721365,52,73985,137,4800,3397,320,4670,160,67319,20,26681126
08/106,9/16/2008,4,9,14,25,36,40,45,9,,2,4,2,1,1,2,0,1,9031915,2,671985,151,23730,319,4800,7434,320,8900,160,113809,20,32326152
08/105,9/13/2008,3,8,9,16,34,46,42,8,,2,4,3,1,0,1,1,0,0,1,1165725,86,36145,205,4800,5491,320,5524,160,104906,20,26411557
08/104,9/11/2008,2,8,12,20,25,49,34,,,2,4,2,2,1,0,1,1,5000000,2,567985,146,20745,247,4800,7188,320,6339,160,115673,20,28028845
08/103,9/9/2008,3,7,15,23,29,48,5,23,,5,1,2,1,2,0,1,2,20794020,15,301955,348,34705,1053,4800,19611,320,32884,160,356823,20,105388681
08/102,9/6/2008,4,10,18,22,23,38,35,22,,1,5,2,1,2,1,0,2,19842215,7,484040,319,28320,748,4800,17218,320,20651,160,303513,20,80180575
08/101,9/4/2008,7,17,22,26,31,42,12,"22,31",,3,3,1,1,2,1,1,0,0,5,598705,199,40235,613,4800,10805,320,17437,160,202797,20,65141481
08/100,9/2/2008,9,13,16,22,24,31,18,,,3,3,1,2,2,1,0,0,0,2,1050495,169,33150,524,4800,10466,320,14240,160,181889,20,50319031
08/099,8/30/2008,2,8,10,37,44,49,22,,,2,4,3,0,0,1,2,0,0,2,812910,73,59390,322,4800,4859,320,9269,160,100591,20,34270616
08/098,8/28/2008,1,21,27,31,34,38,10,,,4,2,1,0,2,3,0,0,0,1,1452825,87,44530,283,4800,5231,320,8123,160,98760,20,31389892
08/097,8/26/2008,2,13,19,25,30,43,44,25,,4,2,1,2,2,0,1,0,0,1,1425725,76,50025,152,4800,4151,320,4968,160,82515,20,27681710
08/096,8/23/2008,3,9,10,20,25,34,41,"3,20",,3,3,3,1,1,1,0,1,13831390,1,1376470,127,28900,202,4800,6287,320,5612,160,110394,20,29946843
08/095,8/21/2008,1,3,20,21,35,37,46,,21,5,1,2,1,1,2,0,0,0,3,522440,86,48595,191,4800,5070,320,5040,160,98275,20,31098537
08/094,8/19/2008,7,19,24,26,32,39,20,32,19,3,3,1,1,2,2,0,0,0,4,342835,108,33860,210,4800,4805,320,5737,160,90957,20,28387309
08/093,8/16/2008,14,25,32,38,43,46,35,46,,2,4,0,1,1,2,2,1,5000000,2,625115,72,46305,174,4800,3300,320,5117,160,63117,20,24317763
08/092,8/14/2008,16,20,23,27,41,46,6,,,3,3,0,2,2,0,2,1,16071565,4,528445,72,78285,246,4800,5106,320,8380,160,103911,20,40221233
08/091,8/12/2008,10,11,15,26,28,31,43,15,,3,3,1,2,2,1,0,0,0,3,525575,124,33905,246,4800,6846,320,6816,160,120880,20,34131272
08/090,8/9/2008,8,15,19,21,32,42,10,,,3,3,1,2,1,1,1,0,0,2,584050,56,55620,208,4800,4124,320,6151,160,79281,20,24898736
08/089,8/7/2008,3,17,23,24,30,47,26,,,4,2,1,1,3,0,1,2,4860685,8,181330,151,25615,280,4800,6023,320,7418,160,104595,20,31810457
08/088,8/5/2008,6,11,16,38,42,49,40,"6,11",,2,4,1,2,0,1,2,0,0,4,376020,87,46100,191,4800,4963,320,6396,160,99560,20,30626919
08/087,8/2/2008,4,6,8,11,33,35,25,"8,33",,3,3,3,1,0,2,0,1,5000000,0,0,112,20405,410,4800,6212,320,8644,160,108327,20,25529823
08/086,7/31/2008,1,8,25,33,34,41,28,"25,34",,4,2,2,0,1,2,1,3,13827980,4,1002570,319,33520,679,4800,14447,320,20993,160,265275,20,85048139
08/085,7/29/2008,7,15,25,34,35,38,6,,,4,2,1,1,1,3,0,0,0,7,450145,297,28290,775,4800,16063,320,21388,160,270553,20,75518001
08/084,7/26/2008,9,10,12,13,41,48,6,,,3,3,2,2,0,0,2,0,0,2,548285,59,49560,241,4800,3907,320,8972,160,77952,20,24880033
08/083,7/24/2008,5,15,29,31,38,45,48,"29,45",,5,1,1,1,1,2,1,1,14898955,3,524565,292,14370,423,4800,10984,320,10156,160,149354,20,40159944
08/082,7/22/2008,10,29,33,40,43,45,8,29,,4,2,1,0,1,2,2,0,0,2,862970,87,52900,269,4800,4974,320,8427,160,98441,20,34896895
08/081,7/19/2008,1,18,24,29,35,46,2,18,,3,3,1,1,2,1,1,0,0,2,609870,76,42795,197,4800,3589,320,5323,160,70016,20,24596334
08/080,7/17/2008,15,18,25,27,38,47,2,"38,47",,4,2,0,2,2,1,1,1,23170400,4,644360,155,44340,364,4800,8553,320,11069,160,157880,20,52398628
08/079,7/15/2008,9,17,19,24,38,47,3,38,,4,2,1,2,1,1,1,0,0,3,669535,125,42850,385,4800,7281,320,11407,160,135367,20,43380589
08/078,7/12/2008,5,21,25,27,38,40,11,5,,4,2,1,0,3,2,0,0,0,3,490245,90,43575,257,4800,4869,320,8108,160,92418,20,30946498
08/077,7/10/2008,5,12,17,18,41,44,32,18,,3,3,1,3,0,0,2,0,0,2,678460,54,67005,187,4800,3674,320,5630,160,77644,20,26792142
08/076,7/8/2008,15,18,19,21,24,26,36,15,,3,3,0,3,3,0,0,1,24237205,2,1459985,188,41415,415,4800,9036,320,12938,160,169230,20,58758896
08/075,7/5/2008,2,6,7,15,20,38,14,,,2,4,3,2,0,1,0,0,0,4,464215,159,31140,441,4800,10008,320,12081,160,174371,20,45078248
08/074,7/2/2008,3,21,26,29,31,48,1,,,4,2,1,0,3,1,1,0,0,6,272590,87,50130,225,4800,4772,320,7554,160,96074,20,32813665
08/073,6/29/2008,1,2,7,19,28,34,5,,,3,3,3,1,1,1,0,0,0,4,160115,82,20980,387,4800,5107,320,9801,160,85216,20,21215564
08/072,6/27/2008,8,33,39,40,46,48,24,8,,2,4,1,0,0,3,2,1,41873410,2,2165350,235,49140,663,4800,13988,320,21051,160,268610,20,89121813
08/071,6/24/2008,8,9,22,27,29,42,38,29,,3,3,2,0,3,0,1,0,0,4,740105,287,27505,761,4800,15944,320,20955,160,269268,20,72557412
08/070,6/21/2008,1,5,13,29,34,44,25,,,4,2,2,1,1,1,1,0,0,1,1497715,94,42485,232,4800,5164,320,6842,160,100906,20,31206068
08/069,6/19/2008,2,11,18,26,39,45,24,,,3,3,1,2,1,1,1,0,0,1,1361165,99,36660,195,4800,4737,320,6149,160,88175,20,28094355
08/068,6/17/2008,3,5,6,13,31,32,15,3,,4,2,3,1,0,2,0,1,18784070,0,0,241,19370,603,4800,11745,320,14350,160,196179,20,47589376
08/067,6/14/2008,3,15,19,40,41,44,13,15,,4,2,1,2,0,1,2,0,0,1,1778940,78,60815,208,4800,4283,320,6789,160,87165,20,33761447
08/066,6/12/2008,4,6,9,15,22,37,3,,,3,3,3,1,1,1,0,0,0,6,177525,124,22905,487,4800,7164,320,13664,160,128381,20,31828362
08/065,6/10/2008,2,7,11,20,29,45,48,"11,45",,4,2,2,2,1,0,1,0,0,4,316300,126,26775,196,4800,5562,320,4830,160,95886,20,27185578
08/064,6/7/2008,6,11,14,23,39,45,10,,,4,2,1,2,1,1,1,3,1666665,1,739195,124,27815,266,4800,5708,320,7982,160,100186,20,29372124
08/063,6/3/2008,5,32,33,40,41,49,30,,,4,2,1,0,0,3,2,2,15394260,2,1798085,272,35255,682,4800,13338,320,19744,160,243020,20,77605156
08/062,5/31/2008,11,26,31,34,36,42,13,,31,2,4,0,1,1,3,1,0,0,3,430375,77,45065,290,4800,5031,320,8201,160,93970,20,28987230
08/061,5/29/2008,1,6,27,39,44,49,36,,,4,2,2,0,1,1,2,0,0,1,1173100,63,49655,246,4800,3952,320,6558,160,79581,20,25334297
08/060,5/27/2008,22,23,24,28,29,43,6,,,3,3,0,0,5,0,1,1,5000000,4,283400,186,16250,308,4800,6158,320,7651,160,92566,20,27461285
08/059,5/24/2008,1,5,12,14,19,31,45,"1,19",,4,2,2,3,0,1,0,1,10181005,3,423620,170,19935,249,4800,7848,320,6303,160,119109,20,30384206
08/058,5/22/2008,1,19,23,29,34,41,15,"1,23",,5,1,1,1,2,1,1,0,0,0,0,45,81090,158,4800,3329,320,4769,160,69794,20,25941473
08/057,5/20/2008,1,4,6,23,25,47,49,,,4,2,3,0,2,0,1,2,13369550,4,561590,197,30405,621,4800,10965,320,15337,160,195750,20,54287613
08/056,5/17/2008,3,18,24,45,46,48,31,45,,2,4,1,1,1,0,3,0,0,2,646665,45,76640,150,4800,3368,320,4574,160,68176,20,24755909
08/055,5/15/2008,7,21,22,38,45,47,40,,,4,2,1,0,2,1,2,1,5000000,0,0,54,65165,142,4800,4131,320,4731,160,80018,20,25979053
08/054,5/13/2008,8,19,26,34,37,40,29,,,2,4,1,1,1,3,0,3,3793175,4,428855,86,53190,247,4800,4641,320,6713,160,95661,20,33750385
08/053,5/10/2008,5,6,27,41,47,49,40,49,,5,1,2,0,1,0,3,0,0,0,0,66,49825,159,4800,3561,320,4768,160,68513,20,24204565
08/052,5/8/2008,16,24,31,35,37,49,39,49,,4,2,0,1,1,3,1,1,5000000,1,1387905,62,59690,184,4800,3620,320,5167,160,69241,20,26705366
08/051,5/6/2008,7,8,13,26,28,49,17,,,3,3,2,1,2,0,1,1,5000000,1,1154850,135,22810,270,4800,7145,320,8042,160,126012,20,29350013
08/050,5/3/2008,1,3,4,5,37,39,8,,3,5,1,4,0,0,2,0,1,10225480,4,310205,203,16300,762,4800,11670,320,17186,160,148307,20,41106047
08/049,4/29/2008,20,22,24,25,40,41,35,24,,2,4,0,1,3,1,1,0,0,0,0,68,58935,195,4800,4438,320,6099,160,80884,20,29560311
08/048,4/26/2008,13,15,17,19,24,32,9,13,,4,2,0,4,1,1,0,2,8290775,3,631850,145,34860,346,4800,6220,320,10136,160,114981,20,39739856
08/047,4/24/2008,8,12,13,25,31,35,21,"8,31",,4,2,1,2,1,2,0,0,0,10,146585,141,27720,376,4800,7887,320,9507,160,133558,20,35669871
